ID,GSM429956,GSM429961,GSM429980,GSM429981,
248712_at,0.3,0.2,0.6,3,
248713_at,160.3,183.9,265.9,247.4,
248714_at,1.9,1.8,3.1,0.9,
248715_at,13.6,12.6,2.7,8,
248716_at,4.9,3.7,3.3,0.6,
248717_at,4.7,8.4,12.1,9.6,
248687_at,526.3,744.2,607.7,771.5,
248688_at,132.4,147.2,119.5,134.4,
248689_at,120.7,121.8,170,179.9,
248690_at,289.4,281.9,228.4,235.8,
248691_at,54.1,44.3,34.1,43.9,
248692_s_at,8.1,8,10.9,1.8,
248693_at,40,42.8,31.4,33.5,
248694_at,50.7,48.9,48.1,59.2,
248695_at,1.6,1.6,0.7,1.4,
248696_at,86.2,81.2,62.8,43.7,
248697_at,82.6,85.8,61.3,67.5,
248698_at,163.4,166.4,258.2,233.2,
248699_at,1.4,1.2,1,1.1,
248700_at,9.3,7.9,11,11.3,
248701_at,13.4,7.7,38.9,39.5,
248702_at,9.2,9.9,5.7,8.1,
248703_at,45.5,48.4,60.5,59.9,
248704_at,65.2,71.5,77.1,74.1,
248705_at,52.9,55.8,35.8,43.1,
248706_at,9.6,9.8,10.5,18.9,
248707_at,3.3,1.6,6.7,4,
248708_at,24.3,29.4,7.9,8.5,
248709_at,105.4,90.2,124.5,108.3,
248710_at,233.9,238.6,234.4,209.1,
248683_at,188.7,224.3,87.4,66.4,
248684_at,325.9,315.7,218.3,220.1,
248685_at,32.9,27.1,29.2,30.1,
248686_at,165.5,179.2,605.7,607.9,
248656_at,66.3,54.4,38.4,40.4,
248657_at,685.1,707,388.7,348.6,
248658_at,37.6,40.8,34.6,46.1,
248659_at,88.1,95.2,63.2,71.2,
248660_at,14.3,19.9,15.7,13.3,
248661_at,13.9,12,5.8,8.2,
248662_at,4,4.7,7,6.4,
248663_at,125.2,119.4,95.3,87.1,
248664_at,445.8,429.9,364.2,393.9,
248665_at,148.2,144.7,173.7,175.8,
248666_at,125,127.6,152.1,142.6,
248667_at,3.9,2.4,4.4,1.7,
248668_at,68.7,59.6,46.3,35.5,
248669_at,86.3,92,47.7,32.4,
248670_at,9.5,6.3,10,10.1,
248671_at,3.1,1.7,6,0.9,
248672_at,0.3,0.2,0.5,0.4,
248673_at,2.8,4,3.8,3.3,
248674_at,22.7,25.5,25.3,18.9,
248675_at,50,36.3,44.7,51.6,
248676_at,68.4,50,44,36.7,
248677_at,2.4,4.6,0.5,8.2,
248678_at,197.3,176.4,163.1,141.8,
248679_at,51.4,51.2,56.5,47.7,
248680_at,30,35.2,27.7,26.4,
248681_at,96.5,96.9,62.8,60.2,
248682_at,618.2,649.6,554.1,603.5,
248655_at,263.8,258,299.4,281.6,
248624_at,360.5,366.3,260.3,265.3,
248625_at,163.3,160.9,91.3,105.8,
248626_at,13.6,23,12.6,10.2,
248627_at,17.2,10.3,17.4,22.3,
248628_at,108.6,95.7,92.8,100.7,
248629_at,59,42.7,102.6,119.1,
248630_at,32,28.1,22,29.8,
248631_at,50.8,45.4,31.8,31.7,
248632_at,53.5,52.5,58.2,46.2,
248633_at,43.6,35.2,41.8,56.6,
248634_at,129.7,149.3,192.6,163.9,
248635_at,4.8,0.3,7.4,1.8,
248636_at,108.1,105.3,0.8,5.6,
248637_at,25.2,30.3,24.9,31.9,
248638_at,4.8,7,2.7,6.6,
248639_at,554.7,618.7,1172.6,1385.3,
248640_at,57.1,50.2,36.7,37.7,
248641_at,5.6,3.5,2.1,2.1,
248642_at,4.7,7.3,3.5,7.1,
248643_at,6.5,5.8,6.4,10.3,
248644_at,0.7,4.6,1.3,0.7,
248645_at,4.8,1.2,2.2,6.6,
248646_at,58.1,52.3,19.6,14.1,
248647_at,5.3,1.1,8.6,9.7,
248648_at,59.5,45.6,51,39.5,
248649_at,0.4,0.9,0.4,0.9,
248650_at,1,0.4,1,0.8,
248651_at,0.6,3.8,2.9,2.9,
248652_at,21.3,21.3,16.1,14,
248653_at,4,4.3,0.3,0.4,
248654_at,3.1,8.3,8.6,5.9,
248620_at,13.1,15.1,21.4,13,
248621_at,3.4,3.5,3.2,1.2,
248622_at,318.2,301.2,281,263.5,
248623_at,11.7,9.3,6.9,9.3,
248592_at,94.2,91.4,85.4,82.3,
248593_at,1,5,1,5.8,
248594_at,74.9,126.4,113.7,107,
248595_at,117.2,130.2,100.2,110.4,
248596_at,57.1,59.1,22.7,23.3,
248597_at,114.2,109.5,106.2,100,
248598_at,3.2,0.5,0.4,0.3,
248599_at,5.9,1.6,0.8,6.5,
248600_at,25.9,16.7,10.2,20.3,
248601_at,53.3,42.6,45.5,39.9,
248602_s_at,0.1,0,0.1,0.1,
248603_at,25.6,27.2,18.4,22.7,
248604_at,19.6,29.9,11.7,13.9,
248605_at,16.4,14.4,15.1,18.8,
248606_at,32.9,30.5,60.1,56.4,
248607_at,531.9,604.1,1087.3,1195.9,
248608_at,372.5,381.2,291.6,278.4,
248609_at,1.2,17.5,11.6,11.2,
248610_at,22.4,21.2,22.6,16.4,
248611_at,36.1,35.3,81.3,93.7,
248612_at,79.7,98.4,119.7,109.6,
248613_at,78,86.7,61,50.7,
248614_at,18.3,24.9,22.6,24.8,
248615_at,101.6,94.6,130.6,123.9,
248616_at,56.5,59.5,84.2,57,
248617_at,0,1.5,1.3,0,
248618_at,0.6,4.8,10.8,7.1,
248619_at,45.1,45.5,41.6,44.6,
248585_at,6.1,3.4,6.1,5.3,
248586_at,27.2,26.2,26.2,21,
248587_at,81,87,81.9,84,
248588_at,323.2,314.5,391.5,379.6,
248589_at,200.4,183,186.7,181.6,
248590_at,64.2,60.3,62.6,79.2,
248591_at,198.4,187.1,184.1,171.7,
248561_at,8.4,7.7,4.5,5.6,
248562_at,28,23.6,15.2,24.5,
248563_at,1.9,2.5,15.4,7.4,
248564_at,29.1,27.5,78.9,93,
248565_at,73.5,84.4,58.7,66.9,
248566_s_at,82.2,75.9,49.3,39.8,
248567_at,5.1,5.2,8.2,4.1,
248568_at,145.6,138,103.5,111,
248569_at,3.6,0.4,1.6,4.9,
248570_at,6.1,4.4,5.9,6.8,
248571_at,3.9,0.3,0.1,7.4,
248572_at,10.7,14.3,5.7,5.4,
248573_at,937.3,954.2,760.6,678.2,
248574_at,168.6,169.9,201.2,168.1,
248575_at,88.4,73.9,80.2,66,
248576_at,328.2,308,264.1,290,
248577_at,4.9,4.4,2.8,2.2,
248578_at,69.9,86.1,101.2,95.9,
248579_at,58.7,58.7,69.7,55.9,
248580_at,82.1,90.2,122.9,126.4,
248581_at,28.1,34.3,25.3,22.9,
248582_at,604.5,621.7,786.6,705.7,
248583_at,99.7,94.3,106.8,95,
248584_at,29.7,29.3,19.6,14.9,
248557_at,225.5,220.5,188.8,136.4,
248558_at,48.7,43.4,30.9,34.7,
248559_at,4.4,10.1,0.6,7.9,
248560_at,335.8,333.6,253.7,198.8,
248529_at,176.4,186,145,116.4,
248530_at,62.1,70.6,55.5,63.2,
248531_at,118.6,120.6,111.7,115.4,
248532_at,508.2,505.9,571.2,603.7,
248533_at,45.1,47.7,28.3,33.9,
248534_at,6.1,4.6,5.5,8.9,
248535_at,5.9,8.7,11.2,3.1,
248536_at,10,7.9,9.8,11.5,
248537_at,70.5,82,56.4,62.3,
248538_at,53.3,50.4,43.2,45.6,
248539_at,11.8,15.4,10.3,8.3,
248540_at,53,56.5,36.2,31.7,
248541_at,98,99.7,62.8,51.7,
248542_at,1.8,1.8,0.5,2.9,
248543_at,98.6,104.1,92,102,
248544_at,17.1,17.9,16.2,19.2,
248545_at,6.3,3.5,3.3,4.3,
248546_at,3.7,5.5,4.4,9.6,
248547_at,83.8,88.5,68.7,64.5,
248548_at,8.8,6.8,9.8,10,
248549_at,190,181.4,151.4,62.9,
248550_at,172.5,164.6,232.6,236.2,
248551_at,189.7,194.4,225.5,257.7,
248552_at,384.8,440.6,380.2,366.8,
248553_at,30.5,38,19.4,15.1,
248554_at,18.2,22,13.4,16.4,
248555_at,36,36.4,41.2,27.6,
248556_at,57.4,71.8,70.2,57.8,
248497_at,93.6,84.8,85.8,83,
248498_at,25.4,18.6,16.8,12.2,
248499_at,141.1,154.5,102.9,108.6,
248500_at,52.1,54,36.7,50.2,
248501_at,16.4,21.8,33.4,28.6,
248502_at,20,15.5,16.4,8.1,
248503_at,0.8,0.3,0.6,0.6,
248504_at,6.9,9.8,2.2,11.1,
248505_at,1.2,3.8,1.2,1.3,
248506_at,158.3,156.7,199.6,190.2,
248507_at,88,97.1,81.4,54.8,
248508_at,200.7,214.6,250.3,219.1,
248509_at,31.6,43.4,19,47.1,
248510_at,36.1,26.1,32.3,30.3,
248511_at,148.4,138.5,84.9,111.8,
248512_at,786.6,860.6,775.8,510.8,
248513_at,0.1,3.5,0.4,0.8,
248514_s_at,0.5,0.4,3.9,1.3,
248515_at,32.5,38.9,45,34,
248516_at,6.2,5,4.9,6.2,
248517_at,33,35.2,30,31.4,
248518_at,17,22.4,25.6,20.4,
248519_at,3.3,4.2,0.9,1.3,
248520_at,2.9,4.1,8.4,6.4,
248521_s_at,79.3,92.8,108.3,96,
248522_at,53.3,39.9,63.8,34.5,
248523_s_at,118.4,98,116.6,84.9,
248524_s_at,66,72.9,83.6,79.1,
248525_s_at,5.6,6.2,5.8,8.1,
248526_at,42.9,44.8,43,38,
248527_at,32.9,36.5,18.4,16.6,
248528_at,22.7,17.8,21.4,29.2,
248494_at,7.7,7.1,3.8,2.9,
248495_at,24,25.6,32.5,20.9,
248496_at,23.5,21.5,16.4,25.5,
248466_at,25.5,26.8,19.6,17.2,
248467_at,6.9,7.6,12.2,14.7,
248468_at,5.7,6.6,3.2,6.6,
248469_at,12.2,13.2,14.5,15.5,
248470_at,2.2,0.4,3.9,0.6,
248471_at,65.1,64.2,69.5,73.7,
248472_at,67.6,65.5,57.6,50.5,
248473_at,352.5,299.4,299,328.5,
248474_at,519.9,513.6,587.7,559,
248475_at,0.1,0.2,0.8,0.1,
248476_at,21.9,23.4,21.2,29.7,
248477_at,173.4,181.3,124.6,124.2,
248478_at,191.5,203.4,220.1,263.1,
248479_at,0.6,1.2,3.7,0.4,
248480_at,1312.1,1237.2,1122.4,1237.8,
248481_at,26.3,29.7,30,44.4,
248482_at,10.3,10.8,6.4,10.1,
248483_at,10.7,5.6,13.4,7,
248484_at,10.8,9.1,12,11.5,
248485_at,108.9,105.1,63.3,56,
248486_at,35.9,30.4,63.3,53.9,
248487_at,211.2,210.5,683.3,619.1,
248488_at,6.4,9.4,5.5,12,
248489_at,3,2.2,2.1,0.6,
248490_at,1.2,0.5,2.4,4,
248491_at,471.5,464,202.2,209.6,
248492_at,310.2,311.7,363,334.4,
248493_at,180.2,169,224.9,302.5,
248459_at,210.2,237,217.9,193.7,
248460_at,28.9,28.6,37.6,41.3,
248461_s_at,620.2,602.2,799.2,880.3,
248462_at,203.4,201.3,289.8,294.2,
248463_at,30.9,29.1,39,32.8,
248464_at,13.2,8.3,11.2,9.5,
248465_at,113.8,108.1,108.6,115.1,
248435_at,10.3,7.5,6.9,10.2,
248436_at,59.4,61.3,76.9,61.9,
248437_at,12.1,10.5,14.6,18.8,
248438_at,17.7,17,17.9,24.6,
248439_at,6.4,5.4,2.9,1.1,
248440_at,37.8,44.8,33.7,27.3,
248441_at,3.9,8.1,2.4,1.2,
248442_at,85.1,81.3,77.6,55.5,
248443_at,9.7,10,4.6,0.8,
248444_at,2.2,0.8,0.1,1.8,
248445_at,67.3,75.2,51.2,50.7,
248446_at,121,133.1,130.1,114.8,
248447_at,122.9,128,121.1,114.2,
248448_at,35.5,35.6,40.7,41.1,
248449_at,709.8,733.5,688.1,817.2,
248450_at,19.7,21.6,18.6,25.2,
248451_at,80.9,101.2,79.7,63.8,
248452_at,138,150.4,177.9,176.5,
248453_at,76.1,71.9,66.4,66.8,
248454_at,62.4,57.1,33.6,43,
248455_at,0.6,2.2,1.2,2.2,
248456_at,22.7,21.1,13.2,13.4,
248457_at,3.5,0.7,1.1,4.3,
248458_at,162.8,174.4,169.7,151.7,
248431_at,0.5,0.6,0.5,0.3,
248432_at,6.3,7.3,4.9,7.3,
248433_at,222.2,238.9,229.6,253.7,
248434_at,328,288.5,356.9,351.1,
248403_at,104.6,90.1,107.4,73.7,
248404_at,121.7,110.8,102.9,74.2,
248405_at,2.1,3.3,5.6,1.1,
248406_at,2.6,1.9,2.3,1.1,
248407_at,10.1,7.2,0.7,3.5,
248408_at,8.8,11.7,5.5,1,
248409_at,230.9,251.2,208.2,245.6,
248410_at,195.4,190.3,224,191.8,
248411_at,7.4,5.2,4.7,0.7,
248412_at,50.3,41.2,41.8,35.1,
248413_at,30.5,31.8,33.8,33.2,
248414_at,0.4,4.4,1.4,1.3,
248415_at,64.6,55.2,76.1,98.2,
248416_at,32.3,29.7,28.4,40,
248417_at,0.7,0.7,2.1,1.3,
248418_at,84,95.7,65.9,63.2,
248419_at,572.7,594.4,297.7,281.6,
248420_at,118.8,121.1,72.9,61,
248421_at,126.2,121.8,145.2,142.5,
248422_at,61.3,57.1,89.4,88.3,
248423_at,15.6,4.7,6.5,2.2,
248424_at,8.3,4.7,9.7,10,
248425_at,24.5,19.5,20.9,24,
248426_at,89.8,91.3,129.4,122,
248427_at,355.7,336.4,286.8,315.4,
248428_at,1,0.4,4.8,4.2,
248429_at,37.3,35.9,39,41.1,
248430_at,0.7,4.7,5.3,4.1,
248371_at,9.1,5.9,0.8,5.4,
248372_at,16.8,19.3,5,7.8,
248373_at,0.5,1.8,4.1,0.7,
248374_at,0.4,2,1.9,0.8,
248375_at,39,43.2,31.4,21.4,
248376_at,198.5,202.4,217.6,250.6,
248377_at,249.4,249.1,23.7,22.8,
248378_at,78,67.5,65.6,69.2,
248379_at,77.2,79,96.7,91.4,
248380_at,287.5,321.1,258.6,243.3,
248381_at,96.6,94.1,265.4,273.8,
248382_at,159.3,143.6,117.2,117.8,
248383_at,2.2,2.4,2,4,
248384_at,0.8,0.6,0.5,1,
248385_at,22.1,21.9,19.2,16.5,
248386_at,298,316,272.6,332.5,
248387_at,131.9,141.8,139.6,114.4,
248388_at,110.1,106.4,89.1,77.3,
248389_at,1.5,2.1,0.9,2.7,
248390_at,0.6,0.2,5,0.3,
248391_at,29.3,30.2,20.4,26.7,
248392_at,0.5,4.5,17.1,16.1,
248393_at,374.5,360,255.4,235.5,
248394_at,26.5,30.8,28.7,21.6,
248395_at,10.5,10.8,15.4,13.5,
248396_at,2.9,3.7,9.6,3.7,
248397_at,1.4,0.6,1.1,4.6,
248398_at,435.3,430.1,460.5,504.3,
248399_at,84,82.2,59.8,66.2,
248400_at,14.3,8.8,1.3,3.1,
248401_at,61.8,48.4,79.8,59,
248402_at,77.9,76.1,54.6,70.4,
248368_at,3.7,1.3,4,2.2,
248369_at,271.6,290.5,327.3,312.7,
248370_at,6.1,3.4,2.7,5.8,
248340_at,107.7,117.2,84,96.4,
248341_at,19.1,17.8,14.8,15.2,
248342_at,30.5,36.1,32.2,31.2,
248343_at,3.9,6.1,1.9,5.2,
248344_at,37.3,28.9,20.6,21.3,
248345_at,2.5,2.4,5.7,4.5,
248346_at,79.4,83.1,84.7,74.2,
248347_at,23.6,19.8,35.3,41.9,
248348_at,64.9,66.5,69.1,73.8,
248349_at,459.2,446.3,578.4,603.7,
248350_at,3.5,1.9,1.2,5.4,
248351_at,103.4,132.5,151.7,130,
248352_at,7.5,8.3,14.1,2.2,
248353_at,14.1,13.3,23.6,24.3,
248354_at,1.2,1.1,0.6,0.7,
248355_at,0.1,0.3,0.2,1.7,
248356_at,0.7,1.2,0.3,0.6,
248357_at,30.9,28.1,41.3,26.1,
248358_at,3.6,2.7,20.4,20.3,
248359_at,17.5,19.8,12.9,10.8,
248360_at,55.7,56.1,52.3,56.4,
248361_at,4.9,5.6,7.2,3.2,
248362_at,1056.2,1034.2,1245.9,1290.1,
248363_at,0.7,5.4,0.8,9.5,
248364_at,3.5,0.4,3.3,1.1,
248365_at,0.5,0.5,0.6,1.9,
248366_at,133.1,132.1,112.8,90.7,
248367_at,0.6,0.4,1.3,2.1,
248333_at,0.6,3.5,13.2,12.5,
248334_s_at,126.6,78.3,80.8,73.6,
248335_at,95.2,88.2,139.8,147.5,
248336_at,164.4,150,98.4,108,
248337_at,55,58.1,21,19.9,
248338_at,400.4,382.2,349.4,372.3,
248339_at,283.9,287.6,344.8,347.5,
248308_at,60.5,67.3,50.5,57.2,
248309_at,109.4,119.8,103.5,106.1,
248310_at,77.4,76,47.1,48,
248311_at,131.5,128.1,99.6,109.2,
248312_at,63.3,67,57.7,65,
248313_at,202.7,209.7,140.1,140.8,
248314_at,3.4,2.1,2.1,3.5,
248315_at,16.4,17.6,17.8,20.2,
248316_at,20.7,22.9,89.3,71.2,
248317_at,1.4,4,9.6,4.3,
248318_at,0.3,0.3,2.9,3.1,
248319_at,5.7,5.7,11.1,9,
248320_at,0.2,0.3,1.4,1.2,
248321_at,2,2.5,1.1,4.3,
248322_at,10.2,13.3,68.4,84.1,
248323_at,1,1.1,2.3,1.1,
248324_at,7.5,8.5,5.8,9.9,
248325_at,6.5,7.5,6.3,7.5,
248326_at,166.9,160,184,144.6,
248327_at,75.3,75.2,128.8,136.1,
248328_at,52.1,53,39.3,40.6,
248329_at,199.1,224.8,155,123.2,
248330_at,36.4,41.1,90.3,98.6,
248331_at,1255.8,1287.3,1422.3,1684.2,
248332_at,623.3,601.3,952.9,703.5,
248305_at,233.2,244.3,188.8,149.9,
248306_at,12.5,14.4,5.4,3.9,
248307_at,16.5,14.1,17.7,16.5,
248277_at,23.7,29.9,18.3,32.5,
248278_at,13.2,13.9,11.7,12.3,
248279_at,24.1,22.2,26.5,31,
248280_at,13.7,17.4,19.3,11.6,
248281_at,67.6,69,74.3,109.8,
248282_at,14.9,15.1,11.3,10.9,
248283_at,632.3,627.7,565.7,463.7,
248284_at,7.7,5.4,9.1,3.2,
248285_at,312.6,296.2,243.1,243.4,
248286_at,13.9,5.9,17,15.2,
248287_at,354.2,361.3,266,273,
248288_at,632,629.2,776.9,887.3,
248289_at,30.3,24.5,25,34,
248290_at,13,19.2,22.8,23.5,
248291_at,39.2,39.9,21,32,
248292_at,24.9,14.9,24.9,20.9,
248293_at,72,77.1,142.1,226.4,
248294_at,26.4,28.7,35.8,16.1,
248295_at,55.1,49,39.5,49.4,
248296_at,27.7,22.5,16.8,10.4,
248297_at,1.2,6.4,5.4,5.1,
248298_at,13.9,13.4,21.6,25.2,
248299_at,25,25.4,18.3,10.6,
248300_at,106.5,105.8,144.8,161.6,
248301_at,31.7,41,39.6,51.5,
248302_at,328.9,313.8,394.5,402.2,
248303_at,178.8,178.5,126,143.4,
248304_at,164,167.8,163.1,184.1,
248245_at,9.8,4.8,3,2.5,
248246_at,9,13.2,5.3,5.4,
248247_at,36.9,44.9,38.2,33.5,
248248_at,202.3,209.4,174.4,166.6,
248249_at,160.5,166.4,179.7,185.7,
248250_at,112.6,99.3,110.6,81.2,
248251_at,10.9,12.7,15.9,14.7,
248252_at,287.5,302.9,6.1,7,
248253_at,14.3,13.4,20.6,10.7,
248254_at,12.4,13.8,10.7,8.8,
248255_at,310.6,329.4,301.3,250.5,
248256_at,39.7,35.9,36.6,42,
248257_at,1.3,0.5,0.6,0.6,
248258_at,245.3,252.7,296,265.6,
248259_at,116.8,138.9,129.5,132.8,
248260_at,0.3,0.2,0.6,0.3,
248261_at,56,60.4,42.8,52.9,
248262_at,74.8,94.9,93,65.2,
248263_at,261.3,292.8,241,232.4,
248264_at,185.7,179.5,179.7,206.5,
248265_at,35.9,39.8,26.5,30.4,
248266_at,102.2,90.1,93.2,80.4,
248267_at,275.5,289.1,326.4,356.4,
248268_at,141.9,145.8,176,176.4,
248269_at,49,54.6,63.2,77.2,
248270_at,190,187.1,800.8,673.7,
248271_at,149.9,144.6,138.6,143.3,
248272_at,143.3,127.5,138.1,104,
248273_at,43,39.6,16.3,29.7,
248274_at,2.3,1.1,4.8,7.9,
248275_at,0.5,0.5,0.4,0.4,
248276_at,198.9,165.5,214.8,204.6,
248242_at,164.1,163.9,122.4,119,
248243_at,51.1,50.4,47.3,32.9,
248244_at,2.1,2.6,4.7,3.3,
248213_at,12.2,10.3,12.3,12.5,
248214_at,0.5,0.4,0.5,0.5,
248215_at,8.1,7.8,5.2,3.5,
248216_at,3,0.5,3.9,0.4,
248217_at,1792.6,1624.2,2049.9,2537.3,
248218_at,7.1,6.1,7.6,9.4,
248219_at,147.4,164.6,136.8,102.4,
248220_at,212.2,207.5,267.2,300.6,
248221_at,164.5,153.3,169.6,181.2,
248222_at,103.2,107.6,121.5,122.7,
248223_at,158.5,164.6,133.3,122.2,
248224_at,388.3,370.4,307.4,285.1,
248225_at,3.6,5.6,10.3,10.8,
248226_at,17.5,24.1,54.7,88.1,
248227_at,4.5,5.6,4.6,6.5,
248228_at,65.8,48.1,62.6,61.2,
248229_at,1.4,0.5,1.1,4,
248230_at,17.6,27.3,25.6,15,
248231_at,25.5,28.9,25.6,26.3,
248232_at,28,37.2,31.8,28.3,
248233_at,2.9,0.5,4.7,1.1,
248234_at,266.8,292.7,283.5,289.2,
248235_at,218.5,214.1,226,220,
248236_at,6.6,5.7,1.8,8.9,
248237_at,46.8,42.9,31.6,18.3,
248238_at,58.3,64.5,36.8,41.7,
248239_at,25,25.1,35,33.4,
248240_at,9.9,9.3,13.1,16.3,
248241_at,0.3,0.8,2.3,0.6,
248207_at,111.4,111.6,162.1,126,
248208_at,10.8,13.5,20.5,14.6,
248209_at,0.3,0.4,2,1.6,
248210_at,0.2,0.3,0.3,0.7,
248211_at,1.2,0.9,3.9,3,
248212_at,12.4,9,7.3,4.2,
248182_at,2.1,3.4,0.2,3,
248183_at,16.5,15.3,5.4,7.8,
248184_at,2.3,4.8,3.4,0.3,
248185_at,61.1,55.4,57.3,54.7,
248186_at,199.4,202.6,111.7,123,
248187_at,174.4,185.2,135.4,125.8,
248188_at,2,1.8,3.2,4.9,
248189_at,15.4,14.7,13.7,19.8,
248190_at,22.3,26.8,21.7,12.7,
248191_at,41.6,50.8,29.1,44.6,
248192_at,12.1,16.6,21.8,14.5,
248193_at,161.3,163.7,115.1,116.8,
248194_at,0.5,0.9,0.4,0.3,
248195_at,118.7,129.8,203.9,192,
248196_at,0.6,0.7,1.5,0.8,
248197_at,11,14.5,11.4,11.6,
248198_at,44.6,47.6,22.8,15.3,
248199_at,88.5,92,298.2,269.3,
248200_at,1837.4,1829.5,2363.8,2249.4,
248201_at,53.8,55.5,52.2,61,
248202_at,1.3,1,1.9,4.1,
248203_at,7,11.9,4.7,6.9,
248204_at,34.9,33.4,36.4,26,
248205_at,20.3,18.6,54.4,46.9,
248206_at,1.4,1.5,1.6,1.4,
248178_at,210.6,199.2,6.1,3.2,
248179_at,90.4,85.1,56.8,58.2,
248180_at,176.8,193,190.6,189,
248181_at,221.7,230.3,186.5,204.8,
248151_at,3489.2,3478.9,2691.2,2752.9,
248152_at,19.9,25.1,14.7,16.3,
248153_at,61.9,74.7,78.6,74.7,
248154_at,7.7,8.3,9.7,15.1,
248155_at,328.6,326.9,326.2,351.3,
248156_at,1.9,0.2,0.2,0.3,
248157_at,0.7,4.5,7.3,3.3,
248158_at,90.1,77.9,118.8,93.9,
248159_at,0.5,4.5,0.8,1.1,
248160_at,5.6,7,1,1,
248161_at,2.2,2.5,0.3,2.2,
248162_at,708.4,683.3,1441.9,1746.1,
248163_at,201.5,192.7,315.1,296.4,
248164_at,62.3,57.5,102.2,81.3,
248165_at,220.1,234.3,264.1,244,
248166_at,20.3,20.4,21.3,13.5,
248167_at,24.1,22.9,15.5,15.4,
248168_at,5.8,3.1,4.2,5,
248169_at,0.3,0.3,6.2,7.9,
248170_at,0.1,0.3,0.3,0.2,
248171_at,409.4,433.1,397.4,402,
248172_at,31.6,29.3,30.9,29.7,
248173_at,261.3,276.5,210.5,242.4,
248174_at,1764.1,1708.8,1954.6,2068.1,
248175_at,203.9,214.3,128.2,136.8,
248176_at,41.8,48.9,57.2,57.7,
248177_at,76.8,73.9,55.9,58.9,
248150_at,70.1,74.3,38.2,42,
248119_at,14.1,26.5,20.7,24.7,
248120_at,384.4,401.4,454.3,421.7,
248121_at,17.5,16.9,11.7,19.9,
248122_at,1.2,4.3,4.8,5.4,
248123_at,9.6,4.3,32.7,29.2,
248124_at,62.6,65.7,45.3,53.2,
248125_at,8.5,8.2,20.2,18.6,
248126_at,742.2,736.3,681.8,733,
248127_at,311.1,318.2,333,327,
248128_at,4053,4013.9,4190.1,5367.1,
248129_at,30.9,33.3,40.5,45.1,
248130_at,3.8,3.3,1.6,3.6,
248131_at,47.8,43.5,36.7,54.2,
248132_at,32.7,29,55.5,42.7,
248133_at,18.7,12.5,23.8,19,
248134_at,88.7,96.9,142.8,136.6,
248135_at,24.8,24.6,18.1,19.1,
248136_at,53.8,50,49.4,50.3,
248137_at,6.4,9.9,8.2,8.2,
248138_at,239.3,237.2,631.7,537.2,
248139_at,201.2,197.8,334.8,348.6,
248140_at,84.4,79.9,50.8,63.4,
248141_at,2.6,1.3,2.7,3,
248142_at,53,57.7,61.2,76.1,
248143_at,7.4,4.4,7.2,8.3,
248144_at,139,156.7,117.6,146.2,
248145_at,19.3,19.4,25.2,23.6,
248146_at,1051.5,921.6,1188.3,1461.8,
248147_at,402.3,351.2,397.1,373.6,
248148_at,52,52.1,66.4,69,
248149_at,185.8,211.8,157.6,145.2,
248115_at,299.1,299.1,246.1,267.6,
248116_at,0.8,4.9,0.9,1.5,
248117_at,68.4,84.4,69.9,62.4,
248118_at,91.5,89.5,318.4,361.5,
248087_at,49.2,49.9,38.2,39.5,
248088_at,367.3,369,533.3,401.7,
248089_at,6,10.3,6.5,3,
248090_at,5.3,1.4,5.4,4.2,
248091_at,93.8,97.1,260.8,231.2,
248092_at,27,24.3,25.7,24,
248093_at,66.5,61.8,47.3,42.4,
248094_at,321.3,304.4,382.5,370.8,
248095_at,210.2,205.2,133.4,150,
248096_at,3.6,8.4,8.1,2.6,
248097_at,49.8,57.4,45.8,34.6,
248098_at,398.5,440.6,345.7,384.5,
248099_at,109,109.5,91.6,89,
248100_at,351.4,346.1,293.4,327.7,
248101_at,158.2,156.1,177.5,142,
248102_at,99.4,96.9,110.4,111.2,
248103_at,444.4,424.7,376.2,453.6,
248104_at,9.1,10.6,10.1,13.1,
248105_at,208.6,206.6,227.3,209.5,
248106_at,50.3,58.7,56,58.3,
248107_at,685.8,649.7,684,702.3,
248108_at,91.5,83.4,116.1,150.5,
248109_at,88.6,88.8,108,122.8,
248110_at,5.1,4.7,0.4,5.3,
248111_at,3,9.1,8.6,1.8,
248112_at,1,0.9,1.5,1.6,
248113_at,4,5.1,10.1,11.7,
248114_at,3.2,4.8,6.8,3.9,
248080_at,49.2,51.3,31.8,34.4,
248081_at,68.5,71,58.3,47.9,
248082_at,54.6,50.1,26.6,43.3,
248083_at,0.5,1.2,0.8,3.5,
248084_at,19.7,21.7,10,8.5,
248085_at,245.9,237.9,156.3,162.6,
248086_at,0.9,5.6,3.9,6.2,
248056_at,70.6,91.4,72.5,96.1,
248057_at,33.6,37.1,30.9,25.3,
248058_at,109.9,116.6,184.3,184.5,
248059_at,66.3,53.2,54.8,59,
248060_at,15.9,14.6,39.7,29.4,
248061_at,15.5,13.6,10.7,12.6,
248062_at,72.7,80.4,42.3,38.9,
248063_at,42.4,48,41.6,40.1,
248064_at,24.8,19.8,7,0.6,
248065_at,48,59,33.9,30.4,
248066_at,5.6,6.3,7.4,9.3,
248067_at,70.8,65.1,57.7,63.7,
248068_at,200.2,182.8,247.6,236.5,
248069_at,6,11.6,10.4,8.4,
248070_at,130.1,112.2,78.4,76.9,
248071_at,46.7,49.6,47.7,51.2,
248072_at,1,1.2,1.2,1.5,
248073_at,14.3,11.5,6.7,9.1,
